date,quarter,year,state,PI
2018-09-30,Q3,2018,GA,498528.2
2018-10-31,Q4,2018,GA,500377.6
2018-11-30,Q4,2018,GA,500377.6
2018-12-31,Q4,2018,GA,500377.6
2019-01-31,Q1,2019,GA,507107.2
2019-02-28,Q1,2019,GA,507107.2
2019-03-31,Q1,2019,GA,507107.2
2019-04-30,Q2,2019,GA,510467.7
2019-05-31,Q2,2019,GA,510467.7
2019-06-30,Q2,2019,GA,510467.7
2019-07-31,Q3,2019,GA,513704.3
2019-08-31,Q3,2019,GA,513704.3
2019-09-30,Q3,2019,GA,513704.3
2019-10-31,Q4,2019,GA,517272.4
2019-11-30,Q4,2019,GA,517272.4
2019-12-31,Q4,2019,GA,517272.4
2020-01-31,Q1,2020,GA,524919.3
2020-02-29,Q1,2020,GA,524919.3
2020-03-31,Q1,2020,GA,524919.3
2020-04-30,Q2,2020,GA,558883.6
2015-01-31,Q1,2015,HI,69255.4
2015-02-28,Q1,2015,HI,69255.4
2015-03-31,Q1,2015,HI,69255.4
2015-04-30,Q2,2015,HI,70058.7
2015-05-31,Q2,2015,HI,70058.7
2015-06-30,Q2,2015,HI,70058.7
2015-07-31,Q3,2015,HI,70710.7
2015-08-31,Q3,2015,HI,70710.7
2015-09-30,Q3,2015,HI,70710.7
2015-10-31,Q4,2015,HI,71480.2
2015-11-30,Q4,2015,HI,71480.2
2015-12-31,Q4,2015,HI,71480.2
2016-01-31,Q1,2016,HI,72197.2
2016-02-29,Q1,2016,HI,72197.2
2016-03-31,Q1,2016,HI,72197.2
2016-04-30,Q2,2016,HI,72779.8
2016-05-31,Q2,2016,HI,72779.8
2016-06-30,Q2,2016,HI,72779.8
2016-07-31,Q3,2016,HI,73268.8
2016-08-31,Q3,2016,HI,73268.8
2016-09-30,Q3,2016,HI,73268.8
2016-10-31,Q4,2016,HI,73946.1
2016-11-30,Q4,2016,HI,73946.1
2016-12-31,Q4,2016,HI,73946.1
2017-01-31,Q1,2017,HI,75305.4
2017-02-28,Q1,2017,HI,75305.4
2017-03-31,Q1,2017,HI,75305.4
2017-04-30,Q2,2017,HI,75802.0
2017-05-31,Q2,2017,HI,75802.0
2017-06-30,Q2,2017,HI,75802.0
2017-07-31,Q3,2017,HI,76416.8
2017-08-31,Q3,2017,HI,76416.8
2017-09-30,Q3,2017,HI,76416.8
2017-10-31,Q4,2017,HI,76914.4
2017-11-30,Q4,2017,HI,76914.4
2017-12-31,Q4,2017,HI,76914.4
2018-01-31,Q1,2018,HI,77580.1
2018-02-28,Q1,2018,HI,77580.1
2018-03-31,Q1,2018,HI,77580.1
2018-04-30,Q2,2018,HI,78189.8
2018-05-31,Q2,2018,HI,78189.8
2018-06-30,Q2,2018,HI,78189.8
2018-07-31,Q3,2018,HI,78664.1
2018-08-31,Q3,2018,HI,78664.1
2018-09-30,Q3,2018,HI,78664.1
2018-10-31,Q4,2018,HI,79310.5
2018-11-30,Q4,2018,HI,79310.5
2018-12-31,Q4,2018,HI,79310.5
2019-01-31,Q1,2019,HI,80077.9
2019-02-28,Q1,2019,HI,80077.9
2019-03-31,Q1,2019,HI,80077.9
2019-04-30,Q2,2019,HI,80375.3
2019-05-31,Q2,2019,HI,80375.3
2019-06-30,Q2,2019,HI,80375.3
2019-07-31,Q3,2019,HI,80868.1
2019-08-31,Q3,2019,HI,80868.1
2019-09-30,Q3,2019,HI,80868.1
2019-10-31,Q4,2019,HI,81584.8
2019-11-30,Q4,2019,HI,81584.8
2019-12-31,Q4,2019,HI,81584.8
2020-01-31,Q1,2020,HI,81866.1
2020-02-29,Q1,2020,HI,81866.1
2020-03-31,Q1,2020,HI,81866.1
2020-04-30,Q2,2020,HI,93126.2
2015-01-31,Q1,2015,ID,65061.7
2015-02-28,Q1,2015,ID,65061.7
2015-03-31,Q1,2015,ID,65061.7
2015-04-30,Q2,2015,ID,65279.7
2015-05-31,Q2,2015,ID,65279.7
2015-06-30,Q2,2015,ID,65279.7
2015-07-31,Q3,2015,ID,66128.2
2015-08-31,Q3,2015,ID,66128.2
2015-09-30,Q3,2015,ID,66128.2
2015-10-31,Q4,2015,ID,66263.9
2015-11-30,Q4,2015,ID,66263.9
2015-12-31,Q4,2015,ID,66263.9
2016-01-31,Q1,2016,ID,67064.7
2016-02-29,Q1,2016,ID,67064.7
2016-03-31,Q1,2016,ID,67064.7
2016-04-30,Q2,2016,ID,67959.0
2016-05-31,Q2,2016,ID,67959.0
2016-06-30,Q2,2016,ID,67959.0
2016-07-31,Q3,2016,ID,68749.1
2016-08-31,Q3,2016,ID,68749.1
2016-09-30,Q3,2016,ID,68749.1
2016-10-31,Q4,2016,ID,69220.6
2016-11-30,Q4,2016,ID,69220.6
2016-12-31,Q4,2016,ID,69220.6
2017-01-31,Q1,2017,ID,70562.3
2017-02-28,Q1,2017,ID,70562.3
2017-03-31,Q1,2017,ID,70562.3
2017-04-30,Q2,2017,ID,72122.5
2017-05-31,Q2,2017,ID,72122.5
2017-06-30,Q2,2017,ID,72122.5
2017-07-31,Q3,2017,ID,73149.2
2017-08-31,Q3,2017,ID,73149.2
2017-09-30,Q3,2017,ID,73149.2
2017-10-31,Q4,2017,ID,74585.9
2017-11-30,Q4,2017,ID,74585.9
2017-12-31,Q4,2017,ID,74585.9
2018-01-31,Q1,2018,ID,76539.2
2018-02-28,Q1,2018,ID,76539.2
2018-03-31,Q1,2018,ID,76539.2
2018-04-30,Q2,2018,ID,77532.6
2018-05-31,Q2,2018,ID,77532.6
2018-06-30,Q2,2018,ID,77532.6
2018-07-31,Q3,2018,ID,78322.7
2018-08-31,Q3,2018,ID,78322.7
2018-09-30,Q3,2018,ID,78322.7
2018-10-31,Q4,2018,ID,79576.0
2018-11-30,Q4,2018,ID,79576.0
2018-12-31,Q4,2018,ID,79576.0
2019-01-31,Q1,2019,ID,80663.1
2019-02-28,Q1,2019,ID,80663.1
2019-03-31,Q1,2019,ID,80663.1
2019-04-30,Q2,2019,ID,81674.8
2019-05-31,Q2,2019,ID,81674.8
2019-06-30,Q2,2019,ID,81674.8
2019-07-31,Q3,2019,ID,82660.3
2019-08-31,Q3,2019,ID,82660.3
2019-09-30,Q3,2019,ID,82660.3
2019-10-31,Q4,2019,ID,83595.4
2019-11-30,Q4,2019,ID,83595.4
2019-12-31,Q4,2019,ID,83595.4
2020-01-31,Q1,2020,ID,84917.5
2020-02-29,Q1,2020,ID,84917.5
2020-03-31,Q1,2020,ID,84917.5
2020-04-30,Q2,2020,ID,91288.2
2015-01-31,Q1,2015,IL,658267.8
2015-02-28,Q1,2015,IL,658267.8
2015-03-31,Q1,2015,IL,658267.8
2015-04-30,Q2,2015,IL,663194.3
2015-05-31,Q2,2015,IL,663194.3
2015-06-30,Q2,2015,IL,663194.3
2015-07-31,Q3,2015,IL,669345.1
2015-08-31,Q3,2015,IL,669345.1
2015-09-30,Q3,2015,IL,669345.1
2015-10-31,Q4,2015,IL,671153.2
2015-11-30,Q4,2015,IL,671153.2
2015-12-31,Q4,2015,IL,671153.2
2016-01-31,Q1,2016,IL,668945.6
2016-02-29,Q1,2016,IL,668945.6
2016-03-31,Q1,2016,IL,668945.6
2016-04-30,Q2,2016,IL,669472.4
2016-05-31,Q2,2016,IL,669472.4
2016-06-30,Q2,2016,IL,669472.4
2016-07-31,Q3,2016,IL,671229.0
2016-08-31,Q3,2016,IL,671229.0
2016-09-30,Q3,2016,IL,671229.0
2016-10-31,Q4,2016,IL,678432.4
2016-11-30,Q4,2016,IL,678432.4
2016-12-31,Q4,2016,IL,678432.4
2017-01-31,Q1,2017,IL,682431.5
2017-02-28,Q1,2017,IL,682431.5
2017-03-31,Q1,2017,IL,682431.5
2017-04-30,Q2,2017,IL,689491.2
2017-05-31,Q2,2017,IL,689491.2
2017-06-30,Q2,2017,IL,689491.2
2017-07-31,Q3,2017,IL,697043.7
2017-08-31,Q3,2017,IL,697043.7
2017-09-30,Q3,2017,IL,697043.7
2017-10-31,Q4,2017,IL,704128.4
2017-11-30,Q4,2017,IL,704128.4
2017-12-31,Q4,2017,IL,704128.4
2018-01-31,Q1,2018,IL,717603.4
2018-02-28,Q1,2018,IL,717603.4
2018-03-31,Q1,2018,IL,717603.4
2018-04-30,Q2,2018,IL,724439.5
2018-05-31,Q2,2018,IL,724439.5
2018-06-30,Q2,2018,IL,724439.5
2018-07-31,Q3,2018,IL,730313.0
2018-08-31,Q3,2018,IL,730313.0
2018-09-30,Q3,2018,IL,730313.0
2018-10-31,Q4,2018,IL,735900.5
2018-11-30,Q4,2018,IL,735900.5
2018-12-31,Q4,2018,IL,735900.5
2019-01-31,Q1,2019,IL,740748.0
2019-02-28,Q1,2019,IL,740748.0
2019-03-31,Q1,2019,IL,740748.0
2019-04-30,Q2,2019,IL,740696.5
2019-05-31,Q2,2019,IL,740696.5
2019-06-30,Q2,2019,IL,740696.5
2019-07-31,Q3,2019,IL,746800.0
2019-08-31,Q3,2019,IL,746800.0
2019-09-30,Q3,2019,IL,746800.0
2019-10-31,Q4,2019,IL,750318.3
2019-11-30,Q4,2019,IL,750318.3
2019-12-31,Q4,2019,IL,750318.3
2020-01-31,Q1,2020,IL,757160.1
2020-02-29,Q1,2020,IL,757160.1
2020-03-31,Q1,2020,IL,757160.1
2020-04-30,Q2,2020,IL,836256.3
2015-01-31,Q1,2015,IN,278154.6
2015-02-28,Q1,2015,IN,278154.6
2015-03-31,Q1,2015,IN,278154.6
2015-04-30,Q2,2015,IN,281230.7
2015-05-31,Q2,2015,IN,281230.7
2015-06-30,Q2,2015,IN,281230.7
2015-07-31,Q3,2015,IN,282796.2
2015-08-31,Q3,2015,IN,282796.2
2015-09-30,Q3,2015,IN,282796.2
2015-10-31,Q4,2015,IN,285212.3
2015-11-30,Q4,2015,IN,285212.3
2015-12-31,Q4,2015,IN,285212.3
2016-01-31,Q1,2016,IN,285821.0
2016-02-29,Q1,2016,IN,285821.0
2016-03-31,Q1,2016,IN,285821.0
2016-04-30,Q2,2016,IN,288439.6
2016-05-31,Q2,2016,IN,288439.6
2016-06-30,Q2,2016,IN,288439.6
2016-07-31,Q3,2016,IN,290982.0
2016-08-31,Q3,2016,IN,290982.0
2016-09-30,Q3,2016,IN,290982.0
2016-10-31,Q4,2016,IN,293683.0
2016-11-30,Q4,2016,IN,293683.0
2016-12-31,Q4,2016,IN,293683.0
2017-01-31,Q1,2017,IN,296429.0
2017-02-28,Q1,2017,IN,296429.0
2017-03-31,Q1,2017,IN,296429.0
2017-04-30,Q2,2017,IN,299521.3
2017-05-31,Q2,2017,IN,299521.3
2017-06-30,Q2,2017,IN,299521.3
2017-07-31,Q3,2017,IN,302468.1
2017-08-31,Q3,2017,IN,302468.1
2017-09-30,Q3,2017,IN,302468.1
2017-10-31,Q4,2017,IN,306534.5
2017-11-30,Q4,2017,IN,306534.5
2017-12-31,Q4,2017,IN,306534.5
2018-01-31,Q1,2018,IN,312945.0
2018-02-28,Q1,2018,IN,312945.0
2018-03-31,Q1,2018,IN,312945.0
2018-04-30,Q2,2018,IN,314841.2
2018-05-31,Q2,2018,IN,314841.2
2018-06-30,Q2,2018,IN,314841.2
2018-07-31,Q3,2018,IN,318025.6
2018-08-31,Q3,2018,IN,318025.6
2018-09-30,Q3,2018,IN,318025.6
2018-10-31,Q4,2018,IN,321534.2
2018-11-30,Q4,2018,IN,321534.2
2018-12-31,Q4,2018,IN,321534.2
2019-01-31,Q1,2019,IN,324803.5
2019-02-28,Q1,2019,IN,324803.5
2019-03-31,Q1,2019,IN,324803.5
2019-04-30,Q2,2019,IN,325937.0
2019-05-31,Q2,2019,IN,325937.0
2019-06-30,Q2,2019,IN,325937.0
2019-07-31,Q3,2019,IN,328881.6
2019-08-31,Q3,2019,IN,328881.6
2019-09-30,Q3,2019,IN,328881.6
2019-10-31,Q4,2019,IN,331227.7
2019-11-30,Q4,2019,IN,331227.7
2019-12-31,Q4,2019,IN,331227.7
2020-01-31,Q1,2020,IN,333823.9
2020-02-29,Q1,2020,IN,333823.9
2020-03-31,Q1,2020,IN,333823.9
2020-04-30,Q2,2020,IN,355539.1
2015-01-31,Q1,2015,IA,143095.0
2015-02-28,Q1,2015,IA,143095.0
2015-03-31,Q1,2015,IA,143095.0
2015-04-30,Q2,2015,IA,143646.0
2015-05-31,Q2,2015,IA,143646.0
2015-06-30,Q2,2015,IA,143646.0
2015-07-31,Q3,2015,IA,145328.7
2015-08-31,Q3,2015,IA,145328.7
2015-09-30,Q3,2015,IA,145328.7
2015-10-31,Q4,2015,IA,145904.9
2015-11-30,Q4,2015,IA,145904.9
2015-12-31,Q4,2015,IA,145904.9
2016-01-31,Q1,2016,IA,144972.6
2016-02-29,Q1,2016,IA,144972.6
2016-03-31,Q1,2016,IA,144972.6
2016-04-30,Q2,2016,IA,145247.8
2016-05-31,Q2,2016,IA,145247.8
2016-06-30,Q2,2016,IA,145247.8
2016-07-31,Q3,2016,IA,146406.7
2016-08-31,Q3,2016,IA,146406.7
2016-09-30,Q3,2016,IA,146406.7
2016-10-31,Q4,2016,IA,146398.5
2016-11-30,Q4,2016,IA,146398.5
2016-12-31,Q4,2016,IA,146398.5
2017-01-31,Q1,2017,IA,148653.4
2017-02-28,Q1,2017,IA,148653.4
2017-03-31,Q1,2017,IA,148653.4
2017-04-30,Q2,2017,IA,149347.4
2017-05-31,Q2,2017,IA,149347.4
2017-06-30,Q2,2017,IA,149347.4
2017-07-31,Q3,2017,IA,149395.4
2017-08-31,Q3,2017,IA,149395.4
2017-09-30,Q3,2017,IA,149395.4
2017-10-31,Q4,2017,IA,151533.0
2017-11-30,Q4,2017,IA,151533.0
2017-12-31,Q4,2017,IA,151533.0
2018-01-31,Q1,2018,IA,154890.5
2018-02-28,Q1,2018,IA,154890.5
2018-03-31,Q1,2018,IA,154890.5
2018-04-30,Q2,2018,IA,156987.6
2018-05-31,Q2,2018,IA,156987.6
2018-06-30,Q2,2018,IA,156987.6
2018-07-31,Q3,2018,IA,158250.6
2018-08-31,Q3,2018,IA,158250.6
2018-09-30,Q3,2018,IA,158250.6
2018-10-31,Q4,2018,IA,161794.9
2018-11-30,Q4,2018,IA,161794.9
2018-12-31,Q4,2018,IA,161794.9
2019-01-31,Q1,2019,IA,162351.4
2019-02-28,Q1,2019,IA,162351.4
2019-03-31,Q1,2019,IA,162351.4
2019-04-30,Q2,2019,IA,161954.0
2019-05-31,Q2,2019,IA,161954.0
2019-06-30,Q2,2019,IA,161954.0
2019-07-31,Q3,2019,IA,165039.5
2019-08-31,Q3,2019,IA,165039.5
2019-09-30,Q3,2019,IA,165039.5
2019-10-31,Q4,2019,IA,165209.5
2019-11-30,Q4,2019,IA,165209.5
2019-12-31,Q4,2019,IA,165209.5
2020-01-31,Q1,2020,IA,167374.1
2020-02-29,Q1,2020,IA,167374.1
2020-03-31,Q1,2020,IA,167374.1
2020-04-30,Q2,2020,IA,185260.7
2015-01-31,Q1,2015,KS,137410.0
2015-02-28,Q1,2015,KS,137410.0
2015-03-31,Q1,2015,KS,137410.0
2015-04-30,Q2,2015,KS,137747.1
2015-05-31,Q2,2015,KS,137747.1
2015-06-30,Q2,2015,KS,137747.1
2015-07-31,Q3,2015,KS,138023.3
2015-08-31,Q3,2015,KS,138023.3
2015-09-30,Q3,2015,KS,138023.3
2015-10-31,Q4,2015,KS,137704.5
2015-11-30,Q4,2015,KS,137704.5
2015-12-31,Q4,2015,KS,137704.5
2016-01-31,Q1,2016,KS,136379.3
2016-02-29,Q1,2016,KS,136379.3
2016-03-31,Q1,2016,KS,136379.3
2016-04-30,Q2,2016,KS,137536.5
2016-05-31,Q2,2016,KS,137536.5
2016-06-30,Q2,2016,KS,137536.5
2016-07-31,Q3,2016,KS,138577.4
2016-08-31,Q3,2016,KS,138577.4
2016-09-30,Q3,2016,KS,138577.4
2016-10-31,Q4,2016,KS,139287.3
2016-11-30,Q4,2016,KS,139287.3
2016-12-31,Q4,2016,KS,139287.3
2017-01-31,Q1,2017,KS,140615.8
2017-02-28,Q1,2017,KS,140615.8
2017-03-31,Q1,2017,KS,140615.8
2017-04-30,Q2,2017,KS,141438.6
2017-05-31,Q2,2017,KS,141438.6
2017-06-30,Q2,2017,KS,141438.6
2017-07-31,Q3,2017,KS,142337.1
2017-08-31,Q3,2017,KS,142337.1
2017-09-30,Q3,2017,KS,142337.1
2017-10-31,Q4,2017,KS,144351.3
2017-11-30,Q4,2017,KS,144351.3
2017-12-31,Q4,2017,KS,144351.3
2018-01-31,Q1,2018,KS,146641.9
2018-02-28,Q1,2018,KS,146641.9
2018-03-31,Q1,2018,KS,146641.9
2018-04-30,Q2,2018,KS,148551.0
2018-05-31,Q2,2018,KS,148551.0
2018-06-30,Q2,2018,KS,148551.0
2018-07-31,Q3,2018,KS,150057.4
2018-08-31,Q3,2018,KS,150057.4
2018-09-30,Q3,2018,KS,150057.4
2018-10-31,Q4,2018,KS,151705.5
2018-11-30,Q4,2018,KS,151705.5
2018-12-31,Q4,2018,KS,151705.5
2019-01-31,Q1,2019,KS,154132.6
2019-02-28,Q1,2019,KS,154132.6
2019-03-31,Q1,2019,KS,154132.6
2019-04-30,Q2,2019,KS,154400.5
2019-05-31,Q2,2019,KS,154400.5
2019-06-30,Q2,2019,KS,154400.5
2019-07-31,Q3,2019,KS,156431.5
2019-08-31,Q3,2019,KS,156431.5
2019-09-30,Q3,2019,KS,156431.5
2019-10-31,Q4,2019,KS,157625.8
2019-11-30,Q4,2019,KS,157625.8
2019-12-31,Q4,2019,KS,157625.8
2020-01-31,Q1,2020,KS,158814.6
2020-02-29,Q1,2020,KS,158814.6
2020-03-31,Q1,2020,KS,158814.6
2020-04-30,Q2,2020,KS,168016.4
2015-01-31,Q1,2015,KY,171082.4
2015-02-28,Q1,2015,KY,171082.4
2015-03-31,Q1,2015,KY,171082.4
2015-04-30,Q2,2015,KY,173042.6
2015-05-31,Q2,2015,KY,173042.6
2015-06-30,Q2,2015,KY,173042.6
2015-07-31,Q3,2015,KY,174200.8
2015-08-31,Q3,2015,KY,174200.8
2015-09-30,Q3,2015,KY,174200.8
2015-10-31,Q4,2015,KY,175657.3
2015-11-30,Q4,2015,KY,175657.3
2015-12-31,Q4,2015,KY,175657.3
2016-01-31,Q1,2016,KY,174372.5
2016-02-29,Q1,2016,KY,174372.5
2016-03-31,Q1,2016,KY,174372.5
2016-04-30,Q2,2016,KY,175581.1
2016-05-31,Q2,2016,KY,175581.1
2016-06-30,Q2,2016,KY,175581.1
2016-07-31,Q3,2016,KY,177622.0
2016-08-31,Q3,2016,KY,177622.0
2016-09-30,Q3,2016,KY,177622.0
2016-10-31,Q4,2016,KY,178164.8
2016-11-30,Q4,2016,KY,178164.8
2016-12-31,Q4,2016,KY,178164.8
2017-01-31,Q1,2017,KY,179988.8
2017-02-28,Q1,2017,KY,179988.8
2017-03-31,Q1,2017,KY,179988.8
2017-04-30,Q2,2017,KY,181059.2
2017-05-31,Q2,2017,KY,181059.2
2017-06-30,Q2,2017,KY,181059.2
2017-07-31,Q3,2017,KY,182620.7
2017-08-31,Q3,2017,KY,182620.7
2017-09-30,Q3,2017,KY,182620.7
2017-10-31,Q4,2017,KY,184795.4
2017-11-30,Q4,2017,KY,184795.4
2017-12-31,Q4,2017,KY,184795.4
2018-01-31,Q1,2018,KY,186137.0
2018-02-28,Q1,2018,KY,186137.0
2018-03-31,Q1,2018,KY,186137.0
2018-04-30,Q2,2018,KY,188341.1
2018-05-31,Q2,2018,KY,188341.1
2018-06-30,Q2,2018,KY,188341.1
2018-07-31,Q3,2018,KY,189710.0
2018-08-31,Q3,2018,KY,189710.0
2018-09-30,Q3,2018,KY,189710.0
2018-10-31,Q4,2018,KY,191319.0
2018-11-30,Q4,2018,KY,191319.0
2018-12-31,Q4,2018,KY,191319.0
2019-01-31,Q1,2019,KY,193690.1
2019-02-28,Q1,2019,KY,193690.1
2019-03-31,Q1,2019,KY,193690.1
2019-04-30,Q2,2019,KY,194594.3
2019-05-31,Q2,2019,KY,194594.3
2019-06-30,Q2,2019,KY,194594.3
2019-07-31,Q3,2019,KY,196171.6
2019-08-31,Q3,2019,KY,196171.6
2019-09-30,Q3,2019,KY,196171.6
2019-10-31,Q4,2019,KY,197739.0
2019-11-30,Q4,2019,KY,197739.0
2019-12-31,Q4,2019,KY,197739.0
2020-01-31,Q1,2020,KY,199627.9
2020-02-29,Q1,2020,KY,199627.9
2020-03-31,Q1,2020,KY,199627.9
2020-04-30,Q2,2020,KY,217320.3
2015-01-31,Q1,2015,LA,199307.3
2015-02-28,Q1,2015,LA,199307.3
2015-03-31,Q1,2015,LA,199307.3
2015-04-30,Q2,2015,LA,199373.8
2015-05-31,Q2,2015,LA,199373.8
2015-06-30,Q2,2015,LA,199373.8
2015-07-31,Q3,2015,LA,200464.1
2015-08-31,Q3,2015,LA,200464.1
2015-09-30,Q3,2015,LA,200464.1
2015-10-31,Q4,2015,LA,201295.9
2015-11-30,Q4,2015,LA,201295.9
2015-12-31,Q4,2015,LA,201295.9
2016-01-31,Q1,2016,LA,196525.9
2016-02-29,Q1,2016,LA,196525.9
2016-03-31,Q1,2016,LA,196525.9
2016-04-30,Q2,2016,LA,197970.6
2016-05-31,Q2,2016,LA,197970.6
2016-06-30,Q2,2016,LA,197970.6
2016-07-31,Q3,2016,LA,198976.1
2016-08-31,Q3,2016,LA,198976.1
2016-09-30,Q3,2016,LA,198976.1
2016-10-31,Q4,2016,LA,202335.2
2016-11-30,Q4,2016,LA,202335.2
2016-12-31,Q4,2016,LA,202335.2
2017-01-31,Q1,2017,LA,202572.4
2017-02-28,Q1,2017,LA,202572.4
2017-03-31,Q1,2017,LA,202572.4
2017-04-30,Q2,2017,LA,203809.2
2017-05-31,Q2,2017,LA,203809.2
2017-06-30,Q2,2017,LA,203809.2
2017-07-31,Q3,2017,LA,205849.4
2017-08-31,Q3,2017,LA,205849.4
2017-09-30,Q3,2017,LA,205849.4
2017-10-31,Q4,2017,LA,208521.2
2017-11-30,Q4,2017,LA,208521.2
2017-12-31,Q4,2017,LA,208521.2
2018-01-31,Q1,2018,LA,211311.9
2018-02-28,Q1,2018,LA,211311.9
2018-03-31,Q1,2018,LA,211311.9
2018-04-30,Q2,2018,LA,214988.6
2018-05-31,Q2,2018,LA,214988.6
2018-06-30,Q2,2018,LA,214988.6
2018-07-31,Q3,2018,LA,216152.7
2018-08-31,Q3,2018,LA,216152.7
2018-09-30,Q3,2018,LA,216152.7
2018-10-31,Q4,2018,LA,218781.5
2018-11-30,Q4,2018,LA,218781.5
2018-12-31,Q4,2018,LA,218781.5
2019-01-31,Q1,2019,LA,219092.0
2019-02-28,Q1,2019,LA,219092.0
2019-03-31,Q1,2019,LA,219092.0
2019-04-30,Q2,2019,LA,220146.0
2019-05-31,Q2,2019,LA,220146.0
2019-06-30,Q2,2019,LA,220146.0
2019-07-31,Q3,2019,LA,220385.2
2019-08-31,Q3,2019,LA,220385.2
2019-09-30,Q3,2019,LA,220385.2
2019-10-31,Q4,2019,LA,222895.6
2019-11-30,Q4,2019,LA,222895.6
2019-12-31,Q4,2019,LA,222895.6
2020-01-31,Q1,2020,LA,222603.3
2020-02-29,Q1,2020,LA,222603.3
2020-03-31,Q1,2020,LA,222603.3
2020-04-30,Q2,2020,LA,240272.2
2015-01-31,Q1,2015,ME,56845.9
2015-02-28,Q1,2015,ME,56845.9
2015-03-31,Q1,2015,ME,56845.9
2015-04-30,Q2,2015,ME,57696.8
2015-05-31,Q2,2015,ME,57696.8
2015-06-30,Q2,2015,ME,57696.8
2015-07-31,Q3,2015,ME,58289.8
2015-08-31,Q3,2015,ME,58289.8
2015-09-30,Q3,2015,ME,58289.8
2015-10-31,Q4,2015,ME,58934.5
2015-11-30,Q4,2015,ME,58934.5
2015-12-31,Q4,2015,ME,58934.5
2016-01-31,Q1,2016,ME,59038.0
2016-02-29,Q1,2016,ME,59038.0
2016-03-31,Q1,2016,ME,59038.0
2016-04-30,Q2,2016,ME,59627.1
2016-05-31,Q2,2016,ME,59627.1
2016-06-30,Q2,2016,ME,59627.1
2016-07-31,Q3,2016,ME,59759.4
2016-08-31,Q3,2016,ME,59759.4
2016-09-30,Q3,2016,ME,59759.4
2016-10-31,Q4,2016,ME,60317.1
2016-11-30,Q4,2016,ME,60317.1
2016-12-31,Q4,2016,ME,60317.1
2017-01-31,Q1,2017,ME,61165.8
2017-02-28,Q1,2017,ME,61165.8
2017-03-31,Q1,2017,ME,61165.8
2017-04-30,Q2,2017,ME,61632.4
2017-05-31,Q2,2017,ME,61632.4
2017-06-30,Q2,2017,ME,61632.4
2017-07-31,Q3,2017,ME,62543.0
2017-08-31,Q3,2017,ME,62543.0
2017-09-30,Q3,2017,ME,62543.0
2017-10-31,Q4,2017,ME,63242.1
2017-11-30,Q4,2017,ME,63242.1
2017-12-31,Q4,2017,ME,63242.1
2018-01-31,Q1,2018,ME,64366.3
2018-02-28,Q1,2018,ME,64366.3
2018-03-31,Q1,2018,ME,64366.3
2018-04-30,Q2,2018,ME,65142.9
2018-05-31,Q2,2018,ME,65142.9
2018-06-30,Q2,2018,ME,65142.9
2018-07-31,Q3,2018,ME,65835.4
2018-08-31,Q3,2018,ME,65835.4
2018-09-30,Q3,2018,ME,65835.4
2018-10-31,Q4,2018,ME,65996.2
2018-11-30,Q4,2018,ME,65996.2
2018-12-31,Q4,2018,ME,65996.2
2019-01-31,Q1,2019,ME,67380.0
2019-02-28,Q1,2019,ME,67380.0
2019-03-31,Q1,2019,ME,67380.0
2019-04-30,Q2,2019,ME,67736.1
2019-05-31,Q2,2019,ME,67736.1
2019-06-30,Q2,2019,ME,67736.1
2019-07-31,Q3,2019,ME,68257.4
2019-08-31,Q3,2019,ME,68257.4
2019-09-30,Q3,2019,ME,68257.4
2019-10-31,Q4,2019,ME,68876.0
2019-11-30,Q4,2019,ME,68876.0
2019-12-31,Q4,2019,ME,68876.0
2020-01-31,Q1,2020,ME,69637.2
2020-02-29,Q1,2020,ME,69637.2
2020-03-31,Q1,2020,ME,69637.2
2020-04-30,Q2,2020,ME,75889.2
2015-01-31,Q1,2015,MD,337651.3
2015-02-28,Q1,2015,MD,337651.3
2015-03-31,Q1,2015,MD,337651.3
2015-04-30,Q2,2015,MD,340012.7
2015-05-31,Q2,2015,MD,340012.7
2015-06-30,Q2,2015,MD,340012.7
2015-07-31,Q3,2015,MD,342621.3
2015-08-31,Q3,2015,MD,342621.3
2015-09-30,Q3,2015,MD,342621.3
2015-10-31,Q4,2015,MD,345274.3
2015-11-30,Q4,2015,MD,345274.3
2015-12-31,Q4,2015,MD,345274.3
2016-01-31,Q1,2016,MD,349034.5
2016-02-29,Q1,2016,MD,349034.5
2016-03-31,Q1,2016,MD,349034.5
2016-04-30,Q2,2016,MD,352596.7
2016-05-31,Q2,2016,MD,352596.7
2016-06-30,Q2,2016,MD,352596.7
2016-07-31,Q3,2016,MD,355733.4
2016-08-31,Q3,2016,MD,355733.4
2016-09-30,Q3,2016,MD,355733.4
2016-10-31,Q4,2016,MD,359677.7
2016-11-30,Q4,2016,MD,359677.7
2016-12-31,Q4,2016,MD,359677.7
2017-01-31,Q1,2017,MD,360413.3
2017-02-28,Q1,2017,MD,360413.3
2017-03-31,Q1,2017,MD,360413.3
2017-04-30,Q2,2017,MD,363681.1
2017-05-31,Q2,2017,MD,363681.1
2017-06-30,Q2,2017,MD,363681.1
2017-07-31,Q3,2017,MD,367257.1
2017-08-31,Q3,2017,MD,367257.1
2017-09-30,Q3,2017,MD,367257.1
2017-10-31,Q4,2017,MD,372638.6
2017-11-30,Q4,2017,MD,372638.6
2017-12-31,Q4,2017,MD,372638.6
2018-01-31,Q1,2018,MD,373175.8
2018-02-28,Q1,2018,MD,373175.8
2018-03-31,Q1,2018,MD,373175.8
