date,quarter,year,state,PI
2018-04-30,Q2,2018,MD,376998.7
2018-05-31,Q2,2018,MD,376998.7
2018-06-30,Q2,2018,MD,376998.7
2018-07-31,Q3,2018,MD,381169.7
2018-08-31,Q3,2018,MD,381169.7
2018-09-30,Q3,2018,MD,381169.7
2018-10-31,Q4,2018,MD,382621.8
2018-11-30,Q4,2018,MD,382621.8
2018-12-31,Q4,2018,MD,382621.8
2019-01-31,Q1,2019,MD,387559.6
2019-02-28,Q1,2019,MD,387559.6
2019-03-31,Q1,2019,MD,387559.6
2019-04-30,Q2,2019,MD,389857.8
2019-05-31,Q2,2019,MD,389857.8
2019-06-30,Q2,2019,MD,389857.8
2019-07-31,Q3,2019,MD,391169.9
2019-08-31,Q3,2019,MD,391169.9
2019-09-30,Q3,2019,MD,391169.9
2019-10-31,Q4,2019,MD,394582.8
2019-11-30,Q4,2019,MD,394582.8
2019-12-31,Q4,2019,MD,394582.8
2020-01-31,Q1,2020,MD,399294.9
2020-02-29,Q1,2020,MD,399294.9
2020-03-31,Q1,2020,MD,399294.9
2020-04-30,Q2,2020,MD,419840.8
2015-01-31,Q1,2015,MA,424921.7
2015-02-28,Q1,2015,MA,424921.7
2015-03-31,Q1,2015,MA,424921.7
2015-04-30,Q2,2015,MA,430716.3
2015-05-31,Q2,2015,MA,430716.3
2015-06-30,Q2,2015,MA,430716.3
2015-07-31,Q3,2015,MA,433991.2
2015-08-31,Q3,2015,MA,433991.2
2015-09-30,Q3,2015,MA,433991.2
2015-10-31,Q4,2015,MA,439320.4
2015-11-30,Q4,2015,MA,439320.4
2015-12-31,Q4,2015,MA,439320.4
2016-01-31,Q1,2016,MA,440894.9
2016-02-29,Q1,2016,MA,440894.9
2016-03-31,Q1,2016,MA,440894.9
2016-04-30,Q2,2016,MA,446000.8
2016-05-31,Q2,2016,MA,446000.8
2016-06-30,Q2,2016,MA,446000.8
2016-07-31,Q3,2016,MA,452532.1
2016-08-31,Q3,2016,MA,452532.1
2016-09-30,Q3,2016,MA,452532.1
2016-10-31,Q4,2016,MA,454494.2
2016-11-30,Q4,2016,MA,454494.2
2016-12-31,Q4,2016,MA,454494.2
2017-01-31,Q1,2017,MA,460142.4
2017-02-28,Q1,2017,MA,460142.4
2017-03-31,Q1,2017,MA,460142.4
2017-04-30,Q2,2017,MA,466161.6
2017-05-31,Q2,2017,MA,466161.6
2017-06-30,Q2,2017,MA,466161.6
2017-07-31,Q3,2017,MA,473148.7
2017-08-31,Q3,2017,MA,473148.7
2017-09-30,Q3,2017,MA,473148.7
2017-10-31,Q4,2017,MA,478550.3
2017-11-30,Q4,2017,MA,478550.3
2017-12-31,Q4,2017,MA,478550.3
2018-01-31,Q1,2018,MA,487450.2
2018-02-28,Q1,2018,MA,487450.2
2018-03-31,Q1,2018,MA,487450.2
2018-04-30,Q2,2018,MA,491881.0
2018-05-31,Q2,2018,MA,491881.0
2018-06-30,Q2,2018,MA,491881.0
2018-07-31,Q3,2018,MA,497038.3
2018-08-31,Q3,2018,MA,497038.3
2018-09-30,Q3,2018,MA,497038.3
2018-10-31,Q4,2018,MA,500339.8
2018-11-30,Q4,2018,MA,500339.8
2018-12-31,Q4,2018,MA,500339.8
2019-01-31,Q1,2019,MA,509646.6
2019-02-28,Q1,2019,MA,509646.6
2019-03-31,Q1,2019,MA,509646.6
2019-04-30,Q2,2019,MA,510544.9
2019-05-31,Q2,2019,MA,510544.9
2019-06-30,Q2,2019,MA,510544.9
2019-07-31,Q3,2019,MA,511390.6
2019-08-31,Q3,2019,MA,511390.6
2019-09-30,Q3,2019,MA,511390.6
2019-10-31,Q4,2019,MA,513752.6
2019-11-30,Q4,2019,MA,513752.6
2019-12-31,Q4,2019,MA,513752.6
2020-01-31,Q1,2020,MA,519913.7
2020-02-29,Q1,2020,MA,519913.7
2020-03-31,Q1,2020,MA,519913.7
2020-04-30,Q2,2020,MA,599102
2015-01-31,Q1,2015,MI,425549.8
2015-02-28,Q1,2015,MI,425549.8
2015-03-31,Q1,2015,MI,425549.8
2015-04-30,Q2,2015,MI,429842.1
2015-05-31,Q2,2015,MI,429842.1
2015-06-30,Q2,2015,MI,429842.1
2015-07-31,Q3,2015,MI,433875.7
2015-08-31,Q3,2015,MI,433875.7
2015-09-30,Q3,2015,MI,433875.7
2015-10-31,Q4,2015,MI,437954.3
2015-11-30,Q4,2015,MI,437954.3
2015-12-31,Q4,2015,MI,437954.3
2016-01-31,Q1,2016,MI,439841.9
2016-02-29,Q1,2016,MI,439841.9
2016-03-31,Q1,2016,MI,439841.9
2016-04-30,Q2,2016,MI,442677.3
2016-05-31,Q2,2016,MI,442677.3
2016-06-30,Q2,2016,MI,442677.3
2016-07-31,Q3,2016,MI,444728.1
2016-08-31,Q3,2016,MI,444728.1
2016-09-30,Q3,2016,MI,444728.1
2016-10-31,Q4,2016,MI,449419.8
2016-11-30,Q4,2016,MI,449419.8
2016-12-31,Q4,2016,MI,449419.8
2017-01-31,Q1,2017,MI,453534.3
2017-02-28,Q1,2017,MI,453534.3
2017-03-31,Q1,2017,MI,453534.3
2017-04-30,Q2,2017,MI,455742.3
2017-05-31,Q2,2017,MI,455742.3
2017-06-30,Q2,2017,MI,455742.3
2017-07-31,Q3,2017,MI,458768.4
2017-08-31,Q3,2017,MI,458768.4
2017-09-30,Q3,2017,MI,458768.4
2017-10-31,Q4,2017,MI,464943.3
2017-11-30,Q4,2017,MI,464943.3
2017-12-31,Q4,2017,MI,464943.3
2018-01-31,Q1,2018,MI,471980.7
2018-02-28,Q1,2018,MI,471980.7
2018-03-31,Q1,2018,MI,471980.7
2018-04-30,Q2,2018,MI,474582.0
2018-05-31,Q2,2018,MI,474582.0
2018-06-30,Q2,2018,MI,474582.0
2018-07-31,Q3,2018,MI,479342.2
2018-08-31,Q3,2018,MI,479342.2
2018-09-30,Q3,2018,MI,479342.2
2018-10-31,Q4,2018,MI,482133.6
2018-11-30,Q4,2018,MI,482133.6
2018-12-31,Q4,2018,MI,482133.6
2019-01-31,Q1,2019,MI,486923.4
2019-02-28,Q1,2019,MI,486923.4
2019-03-31,Q1,2019,MI,486923.4
2019-04-30,Q2,2019,MI,489940.4
2019-05-31,Q2,2019,MI,489940.4
2019-06-30,Q2,2019,MI,489940.4
2019-07-31,Q3,2019,MI,492849.3
2019-08-31,Q3,2019,MI,492849.3
2019-09-30,Q3,2019,MI,492849.3
2019-10-31,Q4,2019,MI,496814.1
2019-11-30,Q4,2019,MI,496814.1
2019-12-31,Q4,2019,MI,496814.1
2020-01-31,Q1,2020,MI,497472.6
2020-02-29,Q1,2020,MI,497472.6
2020-03-31,Q1,2020,MI,497472.6
2020-04-30,Q2,2020,MI,554303.8
2015-01-31,Q1,2015,MN,284528.7
2015-02-28,Q1,2015,MN,284528.7
2015-03-31,Q1,2015,MN,284528.7
2015-04-30,Q2,2015,MN,285446.9
2015-05-31,Q2,2015,MN,285446.9
2015-06-30,Q2,2015,MN,285446.9
2015-07-31,Q3,2015,MN,287971.2
2015-08-31,Q3,2015,MN,287971.2
2015-09-30,Q3,2015,MN,287971.2
2015-10-31,Q4,2015,MN,290102.3
2015-11-30,Q4,2015,MN,290102.3
2015-12-31,Q4,2015,MN,290102.3
2016-01-31,Q1,2016,MN,289649.3
2016-02-29,Q1,2016,MN,289649.3
2016-03-31,Q1,2016,MN,289649.3
2016-04-30,Q2,2016,MN,290854.9
2016-05-31,Q2,2016,MN,290854.9
2016-06-30,Q2,2016,MN,290854.9
2016-07-31,Q3,2016,MN,294888.4
2016-08-31,Q3,2016,MN,294888.4
2016-09-30,Q3,2016,MN,294888.4
2016-10-31,Q4,2016,MN,297257.2
2016-11-30,Q4,2016,MN,297257.2
2016-12-31,Q4,2016,MN,297257.2
2017-01-31,Q1,2017,MN,303227.4
2017-02-28,Q1,2017,MN,303227.4
2017-03-31,Q1,2017,MN,303227.4
2017-04-30,Q2,2017,MN,304236.5
2017-05-31,Q2,2017,MN,304236.5
2017-06-30,Q2,2017,MN,304236.5
2017-07-31,Q3,2017,MN,305465.4
2017-08-31,Q3,2017,MN,305465.4
2017-09-30,Q3,2017,MN,305465.4
2017-10-31,Q4,2017,MN,310755.7
2017-11-30,Q4,2017,MN,310755.7
2017-12-31,Q4,2017,MN,310755.7
2018-01-31,Q1,2018,MN,315727.9
2018-02-28,Q1,2018,MN,315727.9
2018-03-31,Q1,2018,MN,315727.9
2018-04-30,Q2,2018,MN,320202.1
2018-05-31,Q2,2018,MN,320202.1
2018-06-30,Q2,2018,MN,320202.1
2018-07-31,Q3,2018,MN,323384.6
2018-08-31,Q3,2018,MN,323384.6
2018-09-30,Q3,2018,MN,323384.6
2018-10-31,Q4,2018,MN,327239.5
2018-11-30,Q4,2018,MN,327239.5
2018-12-31,Q4,2018,MN,327239.5
2019-01-31,Q1,2019,MN,328862.4
2019-02-28,Q1,2019,MN,328862.4
2019-03-31,Q1,2019,MN,328862.4
2019-04-30,Q2,2019,MN,329791.6
2019-05-31,Q2,2019,MN,329791.6
2019-06-30,Q2,2019,MN,329791.6
2019-07-31,Q3,2019,MN,333244.7
2019-08-31,Q3,2019,MN,333244.7
2019-09-30,Q3,2019,MN,333244.7
2019-10-31,Q4,2019,MN,335309.1
2019-11-30,Q4,2019,MN,335309.1
2019-12-31,Q4,2019,MN,335309.1
2020-01-31,Q1,2020,MN,338180.3
2020-02-29,Q1,2020,MN,338180.3
2020-03-31,Q1,2020,MN,338180.3
2020-04-30,Q2,2020,MN,364877.5
2015-01-31,Q1,2015,MS,104300.0
2015-02-28,Q1,2015,MS,104300.0
2015-03-31,Q1,2015,MS,104300.0
2015-04-30,Q2,2015,MS,105137.5
2015-05-31,Q2,2015,MS,105137.5
2015-06-30,Q2,2015,MS,105137.5
2015-07-31,Q3,2015,MS,105679.5
2015-08-31,Q3,2015,MS,105679.5
2015-09-30,Q3,2015,MS,105679.5
2015-10-31,Q4,2015,MS,105733.9
2015-11-30,Q4,2015,MS,105733.9
2015-12-31,Q4,2015,MS,105733.9
2016-01-31,Q1,2016,MS,106233.2
2016-02-29,Q1,2016,MS,106233.2
2016-03-31,Q1,2016,MS,106233.2
2016-04-30,Q2,2016,MS,106296.0
2016-05-31,Q2,2016,MS,106296.0
2016-06-30,Q2,2016,MS,106296.0
2016-07-31,Q3,2016,MS,106496.6
2016-08-31,Q3,2016,MS,106496.6
2016-09-30,Q3,2016,MS,106496.6
2016-10-31,Q4,2016,MS,107314.5
2016-11-30,Q4,2016,MS,107314.5
2016-12-31,Q4,2016,MS,107314.5
2017-01-31,Q1,2017,MS,108513.5
2017-02-28,Q1,2017,MS,108513.5
2017-03-31,Q1,2017,MS,108513.5
2017-04-30,Q2,2017,MS,108515.6
2017-05-31,Q2,2017,MS,108515.6
2017-06-30,Q2,2017,MS,108515.6
2017-07-31,Q3,2017,MS,109409.7
2017-08-31,Q3,2017,MS,109409.7
2017-09-30,Q3,2017,MS,109409.7
2017-10-31,Q4,2017,MS,110319.4
2017-11-30,Q4,2017,MS,110319.4
2017-12-31,Q4,2017,MS,110319.4
2018-01-31,Q1,2018,MS,111284.2
2018-02-28,Q1,2018,MS,111284.2
2018-03-31,Q1,2018,MS,111284.2
2018-04-30,Q2,2018,MS,112551.4
2018-05-31,Q2,2018,MS,112551.4
2018-06-30,Q2,2018,MS,112551.4
2018-07-31,Q3,2018,MS,113157.8
2018-08-31,Q3,2018,MS,113157.8
2018-09-30,Q3,2018,MS,113157.8
2018-10-31,Q4,2018,MS,114357.1
2018-11-30,Q4,2018,MS,114357.1
2018-12-31,Q4,2018,MS,114357.1
2019-01-31,Q1,2019,MS,114834.3
2019-02-28,Q1,2019,MS,114834.3
2019-03-31,Q1,2019,MS,114834.3
2019-04-30,Q2,2019,MS,115037.6
2019-05-31,Q2,2019,MS,115037.6
2019-06-30,Q2,2019,MS,115037.6
2019-07-31,Q3,2019,MS,116338.5
2019-08-31,Q3,2019,MS,116338.5
2019-09-30,Q3,2019,MS,116338.5
2019-10-31,Q4,2019,MS,117046.5
2019-11-30,Q4,2019,MS,117046.5
2019-12-31,Q4,2019,MS,117046.5
2020-01-31,Q1,2020,MS,118429.8
2020-02-29,Q1,2020,MS,118429.8
2020-03-31,Q1,2020,MS,118429.8
2020-04-30,Q2,2020,MS,128862.7
2015-01-31,Q1,2015,MO,259157.9
2015-02-28,Q1,2015,MO,259157.9
2015-03-31,Q1,2015,MO,259157.9
2015-04-30,Q2,2015,MO,260901.7
2015-05-31,Q2,2015,MO,260901.7
2015-06-30,Q2,2015,MO,260901.7
2015-07-31,Q3,2015,MO,263304.8
2015-08-31,Q3,2015,MO,263304.8
2015-09-30,Q3,2015,MO,263304.8
2015-10-31,Q4,2015,MO,264686.0
2015-11-30,Q4,2015,MO,264686.0
2015-12-31,Q4,2015,MO,264686.0
2016-01-31,Q1,2016,MO,267804.7
2016-02-29,Q1,2016,MO,267804.7
2016-03-31,Q1,2016,MO,267804.7
2016-04-30,Q2,2016,MO,268746.4
2016-05-31,Q2,2016,MO,268746.4
2016-06-30,Q2,2016,MO,268746.4
2016-07-31,Q3,2016,MO,270103.5
2016-08-31,Q3,2016,MO,270103.5
2016-09-30,Q3,2016,MO,270103.5
2016-10-31,Q4,2016,MO,272430.1
2016-11-30,Q4,2016,MO,272430.1
2016-12-31,Q4,2016,MO,272430.1
2017-01-31,Q1,2017,MO,273686.3
2017-02-28,Q1,2017,MO,273686.3
2017-03-31,Q1,2017,MO,273686.3
2017-04-30,Q2,2017,MO,275541.4
2017-05-31,Q2,2017,MO,275541.4
2017-06-30,Q2,2017,MO,275541.4
2017-07-31,Q3,2017,MO,277468.8
2017-08-31,Q3,2017,MO,277468.8
2017-09-30,Q3,2017,MO,277468.8
2017-10-31,Q4,2017,MO,280853.9
2017-11-30,Q4,2017,MO,280853.9
2017-12-31,Q4,2017,MO,280853.9
2018-01-31,Q1,2018,MO,283346.4
2018-02-28,Q1,2018,MO,283346.4
2018-03-31,Q1,2018,MO,283346.4
2018-04-30,Q2,2018,MO,288264.9
2018-05-31,Q2,2018,MO,288264.9
2018-06-30,Q2,2018,MO,288264.9
2018-07-31,Q3,2018,MO,289530.2
2018-08-31,Q3,2018,MO,289530.2
2018-09-30,Q3,2018,MO,289530.2
2018-10-31,Q4,2018,MO,292398.6
2018-11-30,Q4,2018,MO,292398.6
2018-12-31,Q4,2018,MO,292398.6
2019-01-31,Q1,2019,MO,296078.6
2019-02-28,Q1,2019,MO,296078.6
2019-03-31,Q1,2019,MO,296078.6
2019-04-30,Q2,2019,MO,296864.8
2019-05-31,Q2,2019,MO,296864.8
2019-06-30,Q2,2019,MO,296864.8
2019-07-31,Q3,2019,MO,299823.7
2019-08-31,Q3,2019,MO,299823.7
2019-09-30,Q3,2019,MO,299823.7
2019-10-31,Q4,2019,MO,301711.9
2019-11-30,Q4,2019,MO,301711.9
2019-12-31,Q4,2019,MO,301711.9
2020-01-31,Q1,2020,MO,304711.3
2020-02-29,Q1,2020,MO,304711.3
2020-03-31,Q1,2020,MO,304711.3
2020-04-30,Q2,2020,MO,326245.6
2015-01-31,Q1,2015,MT,44708.3
2015-02-28,Q1,2015,MT,44708.3
2015-03-31,Q1,2015,MT,44708.3
2015-04-30,Q2,2015,MT,44908.3
2015-05-31,Q2,2015,MT,44908.3
2015-06-30,Q2,2015,MT,44908.3
2015-07-31,Q3,2015,MT,45224.5
2015-08-31,Q3,2015,MT,45224.5
2015-09-30,Q3,2015,MT,45224.5
2015-10-31,Q4,2015,MT,44983.4
2015-11-30,Q4,2015,MT,44983.4
2015-12-31,Q4,2015,MT,44983.4
2016-01-31,Q1,2016,MT,45132.6
2016-02-29,Q1,2016,MT,45132.6
2016-03-31,Q1,2016,MT,45132.6
2016-04-30,Q2,2016,MT,45417.1
2016-05-31,Q2,2016,MT,45417.1
2016-06-30,Q2,2016,MT,45417.1
2016-07-31,Q3,2016,MT,45922.6
2016-08-31,Q3,2016,MT,45922.6
2016-09-30,Q3,2016,MT,45922.6
2016-10-31,Q4,2016,MT,46817.7
2016-11-30,Q4,2016,MT,46817.7
2016-12-31,Q4,2016,MT,46817.7
2017-01-31,Q1,2017,MT,47714.6
2017-02-28,Q1,2017,MT,47714.6
2017-03-31,Q1,2017,MT,47714.6
2017-04-30,Q2,2017,MT,48536.4
2017-05-31,Q2,2017,MT,48536.4
2017-06-30,Q2,2017,MT,48536.4
2017-07-31,Q3,2017,MT,48847.8
2017-08-31,Q3,2017,MT,48847.8
2017-09-30,Q3,2017,MT,48847.8
2017-10-31,Q4,2017,MT,49394.4
2017-11-30,Q4,2017,MT,49394.4
2017-12-31,Q4,2017,MT,49394.4
2018-01-31,Q1,2018,MT,50337.9
2018-02-28,Q1,2018,MT,50337.9
2018-03-31,Q1,2018,MT,50337.9
2018-04-30,Q2,2018,MT,50948.3
2018-05-31,Q2,2018,MT,50948.3
2018-06-30,Q2,2018,MT,50948.3
2018-07-31,Q3,2018,MT,51254.8
2018-08-31,Q3,2018,MT,51254.8
2018-09-30,Q3,2018,MT,51254.8
2018-10-31,Q4,2018,MT,51928.4
2018-11-30,Q4,2018,MT,51928.4
2018-12-31,Q4,2018,MT,51928.4
2019-01-31,Q1,2019,MT,52409.1
2019-02-28,Q1,2019,MT,52409.1
2019-03-31,Q1,2019,MT,52409.1
2019-04-30,Q2,2019,MT,52720.2
2019-05-31,Q2,2019,MT,52720.2
2019-06-30,Q2,2019,MT,52720.2
2019-07-31,Q3,2019,MT,53500.2
2019-08-31,Q3,2019,MT,53500.2
2019-09-30,Q3,2019,MT,53500.2
2019-10-31,Q4,2019,MT,54042.5
2019-11-30,Q4,2019,MT,54042.5
2019-12-31,Q4,2019,MT,54042.5
2020-01-31,Q1,2020,MT,54332.3
2020-02-29,Q1,2020,MT,54332.3
2020-03-31,Q1,2020,MT,54332.3
2020-04-30,Q2,2020,MT,60285
2015-01-31,Q1,2015,NE,95104.8
2015-02-28,Q1,2015,NE,95104.8
2015-03-31,Q1,2015,NE,95104.8
2015-04-30,Q2,2015,NE,95881.0
2015-05-31,Q2,2015,NE,95881.0
2015-06-30,Q2,2015,NE,95881.0
2015-07-31,Q3,2015,NE,96636.1
2015-08-31,Q3,2015,NE,96636.1
2015-09-30,Q3,2015,NE,96636.1
2015-10-31,Q4,2015,NE,96120.2
2015-11-30,Q4,2015,NE,96120.2
2015-12-31,Q4,2015,NE,96120.2
2016-01-31,Q1,2016,NE,94510.4
2016-02-29,Q1,2016,NE,94510.4
2016-03-31,Q1,2016,NE,94510.4
2016-04-30,Q2,2016,NE,94353.2
2016-05-31,Q2,2016,NE,94353.2
2016-06-30,Q2,2016,NE,94353.2
2016-07-31,Q3,2016,NE,94450.0
2016-08-31,Q3,2016,NE,94450.0
2016-09-30,Q3,2016,NE,94450.0
2016-10-31,Q4,2016,NE,94876.2
2016-11-30,Q4,2016,NE,94876.2
2016-12-31,Q4,2016,NE,94876.2
2017-01-31,Q1,2017,NE,95154.0
2017-02-28,Q1,2017,NE,95154.0
2017-03-31,Q1,2017,NE,95154.0
2017-04-30,Q2,2017,NE,96575.4
2017-05-31,Q2,2017,NE,96575.4
2017-06-30,Q2,2017,NE,96575.4
2017-07-31,Q3,2017,NE,97280.8
2017-08-31,Q3,2017,NE,97280.8
2017-09-30,Q3,2017,NE,97280.8
2017-10-31,Q4,2017,NE,99119.4
2017-11-30,Q4,2017,NE,99119.4
2017-12-31,Q4,2017,NE,99119.4
2018-01-31,Q1,2018,NE,100084.9
2018-02-28,Q1,2018,NE,100084.9
2018-03-31,Q1,2018,NE,100084.9
2018-04-30,Q2,2018,NE,101016.7
2018-05-31,Q2,2018,NE,101016.7
2018-06-30,Q2,2018,NE,101016.7
2018-07-31,Q3,2018,NE,101809.7
2018-08-31,Q3,2018,NE,101809.7
2018-09-30,Q3,2018,NE,101809.7
2018-10-31,Q4,2018,NE,104471.0
2018-11-30,Q4,2018,NE,104471.0
2018-12-31,Q4,2018,NE,104471.0
2019-01-31,Q1,2019,NE,104159.9
2019-02-28,Q1,2019,NE,104159.9
2019-03-31,Q1,2019,NE,104159.9
2019-04-30,Q2,2019,NE,104269.3
2019-05-31,Q2,2019,NE,104269.3
2019-06-30,Q2,2019,NE,104269.3
2019-07-31,Q3,2019,NE,106308.6
2019-08-31,Q3,2019,NE,106308.6
2019-09-30,Q3,2019,NE,106308.6
2019-10-31,Q4,2019,NE,107079.0
2019-11-30,Q4,2019,NE,107079.0
2019-12-31,Q4,2019,NE,107079.0
2020-01-31,Q1,2020,NE,108277.7
2020-02-29,Q1,2020,NE,108277.7
2020-03-31,Q1,2020,NE,108277.7
2020-04-30,Q2,2020,NE,114212.3
2015-01-31,Q1,2015,NV,124510.9
2015-02-28,Q1,2015,NV,124510.9
2015-03-31,Q1,2015,NV,124510.9
2015-04-30,Q2,2015,NV,126717.0
2015-05-31,Q2,2015,NV,126717.0
2015-06-30,Q2,2015,NV,126717.0
2015-07-31,Q3,2015,NV,127612.8
2015-08-31,Q3,2015,NV,127612.8
2015-09-30,Q3,2015,NV,127612.8
2015-10-31,Q4,2015,NV,129346.6
2015-11-30,Q4,2015,NV,129346.6
2015-12-31,Q4,2015,NV,129346.6
2016-01-31,Q1,2016,NV,129282.8
2016-02-29,Q1,2016,NV,129282.8
2016-03-31,Q1,2016,NV,129282.8
2016-04-30,Q2,2016,NV,130878.8
2016-05-31,Q2,2016,NV,130878.8
2016-06-30,Q2,2016,NV,130878.8
2016-07-31,Q3,2016,NV,134971.4
2016-08-31,Q3,2016,NV,134971.4
2016-09-30,Q3,2016,NV,134971.4
2016-10-31,Q4,2016,NV,134127.0
2016-11-30,Q4,2016,NV,134127.0
2016-12-31,Q4,2016,NV,134127.0
2017-01-31,Q1,2017,NV,138334.8
2017-02-28,Q1,2017,NV,138334.8
2017-03-31,Q1,2017,NV,138334.8
2017-04-30,Q2,2017,NV,140530.7
2017-05-31,Q2,2017,NV,140530.7
2017-06-30,Q2,2017,NV,140530.7
2017-07-31,Q3,2017,NV,143105.8
2017-08-31,Q3,2017,NV,143105.8
2017-09-30,Q3,2017,NV,143105.8
2017-10-31,Q4,2017,NV,144092.2
2017-11-30,Q4,2017,NV,144092.2
2017-12-31,Q4,2017,NV,144092.2
2018-01-31,Q1,2018,NV,148765.0
2018-02-28,Q1,2018,NV,148765.0
2018-03-31,Q1,2018,NV,148765.0
2018-04-30,Q2,2018,NV,150034.6
2018-05-31,Q2,2018,NV,150034.6
2018-06-30,Q2,2018,NV,150034.6
2018-07-31,Q3,2018,NV,152222.6
2018-08-31,Q3,2018,NV,152222.6
2018-09-30,Q3,2018,NV,152222.6
2018-10-31,Q4,2018,NV,154448.8
2018-11-30,Q4,2018,NV,154448.8
2018-12-31,Q4,2018,NV,154448.8
2019-01-31,Q1,2019,NV,155603.9
2019-02-28,Q1,2019,NV,155603.9
2019-03-31,Q1,2019,NV,155603.9
2019-04-30,Q2,2019,NV,156877.7
2019-05-31,Q2,2019,NV,156877.7
2019-06-30,Q2,2019,NV,156877.7
2019-07-31,Q3,2019,NV,158046.5
2019-08-31,Q3,2019,NV,158046.5
2019-09-30,Q3,2019,NV,158046.5
2019-10-31,Q4,2019,NV,159806.8
2019-11-30,Q4,2019,NV,159806.8
2019-12-31,Q4,2019,NV,159806.8
2020-01-31,Q1,2020,NV,162023.4
2020-02-29,Q1,2020,NV,162023.4
2020-03-31,Q1,2020,NV,162023.4
2020-04-30,Q2,2020,NV,181333.6
2015-01-31,Q1,2015,NH,71274.7
2015-02-28,Q1,2015,NH,71274.7
2015-03-31,Q1,2015,NH,71274.7
2015-04-30,Q2,2015,NH,72601.1
2015-05-31,Q2,2015,NH,72601.1
2015-06-30,Q2,2015,NH,72601.1
2015-07-31,Q3,2015,NH,72999.3
2015-08-31,Q3,2015,NH,72999.3
2015-09-30,Q3,2015,NH,72999.3
2015-10-31,Q4,2015,NH,74624.0
2015-11-30,Q4,2015,NH,74624.0
2015-12-31,Q4,2015,NH,74624.0
2016-01-31,Q1,2016,NH,74629.9
2016-02-29,Q1,2016,NH,74629.9
2016-03-31,Q1,2016,NH,74629.9
2016-04-30,Q2,2016,NH,75655.1
2016-05-31,Q2,2016,NH,75655.1
2016-06-30,Q2,2016,NH,75655.1
2016-07-31,Q3,2016,NH,76498.4
2016-08-31,Q3,2016,NH,76498.4
2016-09-30,Q3,2016,NH,76498.4
2016-10-31,Q4,2016,NH,76649.3
2016-11-30,Q4,2016,NH,76649.3
2016-12-31,Q4,2016,NH,76649.3
2017-01-31,Q1,2017,NH,77816.3
2017-02-28,Q1,2017,NH,77816.3
2017-03-31,Q1,2017,NH,77816.3
2017-04-30,Q2,2017,NH,78482.3
2017-05-31,Q2,2017,NH,78482.3
2017-06-30,Q2,2017,NH,78482.3
2017-07-31,Q3,2017,NH,80125.7
2017-08-31,Q3,2017,NH,80125.7
2017-09-30,Q3,2017,NH,80125.7
2017-10-31,Q4,2017,NH,80589.4
2017-11-30,Q4,2017,NH,80589.4
2017-12-31,Q4,2017,NH,80589.4
2018-01-31,Q1,2018,NH,82236.3
2018-02-28,Q1,2018,NH,82236.3
2018-03-31,Q1,2018,NH,82236.3
2018-04-30,Q2,2018,NH,82745.4
2018-05-31,Q2,2018,NH,82745.4
2018-06-30,Q2,2018,NH,82745.4
2018-07-31,Q3,2018,NH,83801.5
2018-08-31,Q3,2018,NH,83801.5
2018-09-30,Q3,2018,NH,83801.5
2018-10-31,Q4,2018,NH,84013.3
2018-11-30,Q4,2018,NH,84013.3
2018-12-31,Q4,2018,NH,84013.3
2019-01-31,Q1,2019,NH,86183.8
2019-02-28,Q1,2019,NH,86183.8
2019-03-31,Q1,2019,NH,86183.8
2019-04-30,Q2,2019,NH,86119.1
2019-05-31,Q2,2019,NH,86119.1
2019-06-30,Q2,2019,NH,86119.1
2019-07-31,Q3,2019,NH,86356.4
2019-08-31,Q3,2019,NH,86356.4
2019-09-30,Q3,2019,NH,86356.4
2019-10-31,Q4,2019,NH,86720.2
2019-11-30,Q4,2019,NH,86720.2
2019-12-31,Q4,2019,NH,86720.2
2020-01-31,Q1,2020,NH,88214.7
2020-02-29,Q1,2020,NH,88214.7
2020-03-31,Q1,2020,NH,88214.7
2020-04-30,Q2,2020,NH,92587.1
2015-01-31,Q1,2015,NJ,536931.8
2015-02-28,Q1,2015,NJ,536931.8
2015-03-31,Q1,2015,NJ,536931.8
2015-04-30,Q2,2015,NJ,540526.4
2015-05-31,Q2,2015,NJ,540526.4
2015-06-30,Q2,2015,NJ,540526.4
2015-07-31,Q3,2015,NJ,545262.8
2015-08-31,Q3,2015,NJ,545262.8
2015-09-30,Q3,2015,NJ,545262.8
2015-10-31,Q4,2015,NJ,546474.4
2015-11-30,Q4,2015,NJ,546474.4
2015-12-31,Q4,2015,NJ,546474.4
2016-01-31,Q1,2016,NJ,553478.2
2016-02-29,Q1,2016,NJ,553478.2
2016-03-31,Q1,2016,NJ,553478.2
2016-04-30,Q2,2016,NJ,554547.5
2016-05-31,Q2,2016,NJ,554547.5
2016-06-30,Q2,2016,NJ,554547.5
2016-07-31,Q3,2016,NJ,558729.0
2016-08-31,Q3,2016,NJ,558729.0
2016-09-30,Q3,2016,NJ,558729.0
2016-10-31,Q4,2016,NJ,563092.9
2016-11-30,Q4,2016,NJ,563092.9
2016-12-31,Q4,2016,NJ,563092.9
2017-01-31,Q1,2017,NJ,566668.8
2017-02-28,Q1,2017,NJ,566668.8
2017-03-31,Q1,2017,NJ,566668.8
2017-04-30,Q2,2017,NJ,574029.4
2017-05-31,Q2,2017,NJ,574029.4
2017-06-30,Q2,2017,NJ,574029.4
2017-07-31,Q3,2017,NJ,580849.9
2017-08-31,Q3,2017,NJ,580849.9
2017-09-30,Q3,2017,NJ,580849.9
