date,quarter,year,state,gdp
2014-04-30,Q2,2014,NE,111826.7
2014-05-31,Q2,2014,NE,111826.7
2014-06-30,Q2,2014,NE,111826.7
2014-07-31,Q3,2014,NE,111760.6
2014-08-31,Q3,2014,NE,111760.6
2014-09-30,Q3,2014,NE,111760.6
2014-10-31,Q4,2014,NE,112984.6
2014-11-30,Q4,2014,NE,112984.6
2014-12-31,Q4,2014,NE,112984.6
2015-01-31,Q1,2015,NE,114443.4
2015-02-28,Q1,2015,NE,114443.4
2015-03-31,Q1,2015,NE,114443.4
2015-04-30,Q2,2015,NE,115901.9
2015-05-31,Q2,2015,NE,115901.9
2015-06-30,Q2,2015,NE,115901.9
2015-07-31,Q3,2015,NE,116458.6
2015-08-31,Q3,2015,NE,116458.6
2015-09-30,Q3,2015,NE,116458.6
2015-10-31,Q4,2015,NE,115851.8
2015-11-30,Q4,2015,NE,115851.8
2015-12-31,Q4,2015,NE,115851.8
2016-01-31,Q1,2016,NE,114780.7
2016-02-29,Q1,2016,NE,114780.7
2016-03-31,Q1,2016,NE,114780.7
2016-04-30,Q2,2016,NE,115866.7
2016-05-31,Q2,2016,NE,115866.7
2016-06-30,Q2,2016,NE,115866.7
2016-07-31,Q3,2016,NE,117287.7
2016-08-31,Q3,2016,NE,117287.7
2016-09-30,Q3,2016,NE,117287.7
2016-10-31,Q4,2016,NE,119581.8
2016-11-30,Q4,2016,NE,119581.8
2016-12-31,Q4,2016,NE,119581.8
2017-01-31,Q1,2017,NE,119240.9
2017-02-28,Q1,2017,NE,119240.9
2017-03-31,Q1,2017,NE,119240.9
2017-04-30,Q2,2017,NE,120913.0
2017-05-31,Q2,2017,NE,120913.0
2017-06-30,Q2,2017,NE,120913.0
2017-07-31,Q3,2017,NE,121249.2
2017-08-31,Q3,2017,NE,121249.2
2017-09-30,Q3,2017,NE,121249.2
2017-10-31,Q4,2017,NE,122395.8
2017-11-30,Q4,2017,NE,122395.8
2017-12-31,Q4,2017,NE,122395.8
2018-01-31,Q1,2018,NE,123874.5
2018-02-28,Q1,2018,NE,123874.5
2018-03-31,Q1,2018,NE,123874.5
2018-04-30,Q2,2018,NE,124474.0
2018-05-31,Q2,2018,NE,124474.0
2018-06-30,Q2,2018,NE,124474.0
2018-07-31,Q3,2018,NE,124122.7
2018-08-31,Q3,2018,NE,124122.7
2018-09-30,Q3,2018,NE,124122.7
2018-10-31,Q4,2018,NE,126350.2
2018-11-30,Q4,2018,NE,126350.2
2018-12-31,Q4,2018,NE,126350.2
2019-01-31,Q1,2019,NE,126562.5
2019-02-28,Q1,2019,NE,126562.5
2019-03-31,Q1,2019,NE,126562.5
2019-04-30,Q2,2019,NE,128850.5
2019-05-31,Q2,2019,NE,128850.5
2019-06-30,Q2,2019,NE,128850.5
2019-07-31,Q3,2019,NE,131433.2
2019-08-31,Q3,2019,NE,131433.2
2019-09-30,Q3,2019,NE,131433.2
2019-10-31,Q4,2019,NE,133201.0
2019-11-30,Q4,2019,NE,133201.0
2019-12-31,Q4,2019,NE,133201.0
2020-01-31,Q1,2020,NE,132719.5
2020-02-29,Q1,2020,NE,132719.5
2020-03-31,Q1,2020,NE,132719.5
2020-04-30,Q2,2020,NE,119692.3
2005-01-31,Q1,2005,NV,112583.7
2005-02-28,Q1,2005,NV,112583.7
2005-03-31,Q1,2005,NV,112583.7
2005-04-30,Q2,2005,NV,116954.3
2005-05-31,Q2,2005,NV,116954.3
2005-06-30,Q2,2005,NV,116954.3
2005-07-31,Q3,2005,NV,118096.4
2005-08-31,Q3,2005,NV,118096.4
2005-09-30,Q3,2005,NV,118096.4
2005-10-31,Q4,2005,NV,120589.8
2005-11-30,Q4,2005,NV,120589.8
2005-12-31,Q4,2005,NV,120589.8
2006-01-31,Q1,2006,NV,124261.8
2006-02-28,Q1,2006,NV,124261.8
2006-03-31,Q1,2006,NV,124261.8
2006-04-30,Q2,2006,NV,127134.0
2006-05-31,Q2,2006,NV,127134.0
2006-06-30,Q2,2006,NV,127134.0
2006-07-31,Q3,2006,NV,127411.3
2006-08-31,Q3,2006,NV,127411.3
2006-09-30,Q3,2006,NV,127411.3
2006-10-31,Q4,2006,NV,129226.2
2006-11-30,Q4,2006,NV,129226.2
2006-12-31,Q4,2006,NV,129226.2
2007-01-31,Q1,2007,NV,129899.4
2007-02-28,Q1,2007,NV,129899.4
2007-03-31,Q1,2007,NV,129899.4
2007-04-30,Q2,2007,NV,130293.2
2007-05-31,Q2,2007,NV,130293.2
2007-06-30,Q2,2007,NV,130293.2
2007-07-31,Q3,2007,NV,131678.9
2007-08-31,Q3,2007,NV,131678.9
2007-09-30,Q3,2007,NV,131678.9
2007-10-31,Q4,2007,NV,134098.7
2007-11-30,Q4,2007,NV,134098.7
2007-12-31,Q4,2007,NV,134098.7
2008-01-31,Q1,2008,NV,130740.2
2008-02-29,Q1,2008,NV,130740.2
2008-03-31,Q1,2008,NV,130740.2
2008-04-30,Q2,2008,NV,129503.3
2008-05-31,Q2,2008,NV,129503.3
2008-06-30,Q2,2008,NV,129503.3
2008-07-31,Q3,2008,NV,129600.3
2008-08-31,Q3,2008,NV,129600.3
2008-09-30,Q3,2008,NV,129600.3
2008-10-31,Q4,2008,NV,126538.1
2008-11-30,Q4,2008,NV,126538.1
2008-12-31,Q4,2008,NV,126538.1
2009-01-31,Q1,2009,NV,123003.3
2009-02-28,Q1,2009,NV,123003.3
2009-03-31,Q1,2009,NV,123003.3
2009-04-30,Q2,2009,NV,120580.0
2009-05-31,Q2,2009,NV,120580.0
2009-06-30,Q2,2009,NV,120580.0
2009-07-31,Q3,2009,NV,119663.4
2009-08-31,Q3,2009,NV,119663.4
2009-09-30,Q3,2009,NV,119663.4
2009-10-31,Q4,2009,NV,120704.0
2009-11-30,Q4,2009,NV,120704.0
2009-12-31,Q4,2009,NV,120704.0
2010-01-31,Q1,2010,NV,121317.9
2010-02-28,Q1,2010,NV,121317.9
2010-03-31,Q1,2010,NV,121317.9
2010-04-30,Q2,2010,NV,123109.5
2010-05-31,Q2,2010,NV,123109.5
2010-06-30,Q2,2010,NV,123109.5
2010-07-31,Q3,2010,NV,124703.1
2010-08-31,Q3,2010,NV,124703.1
2010-09-30,Q3,2010,NV,124703.1
2010-10-31,Q4,2010,NV,125478.6
2010-11-30,Q4,2010,NV,125478.6
2010-12-31,Q4,2010,NV,125478.6
2011-01-31,Q1,2011,NV,124743.6
2011-02-28,Q1,2011,NV,124743.6
2011-03-31,Q1,2011,NV,124743.6
2011-04-30,Q2,2011,NV,127639.6
2011-05-31,Q2,2011,NV,127639.6
2011-06-30,Q2,2011,NV,127639.6
2011-07-31,Q3,2011,NV,126986.0
2011-08-31,Q3,2011,NV,126986.0
2011-09-30,Q3,2011,NV,126986.0
2011-10-31,Q4,2011,NV,127333.1
2011-11-30,Q4,2011,NV,127333.1
2011-12-31,Q4,2011,NV,127333.1
2012-01-31,Q1,2012,NV,128054.9
2012-02-29,Q1,2012,NV,128054.9
2012-03-31,Q1,2012,NV,128054.9
2012-04-30,Q2,2012,NV,127854.2
2012-05-31,Q2,2012,NV,127854.2
2012-06-30,Q2,2012,NV,127854.2
2012-07-31,Q3,2012,NV,127883.1
2012-08-31,Q3,2012,NV,127883.1
2012-09-30,Q3,2012,NV,127883.1
2012-10-31,Q4,2012,NV,127364.1
2012-11-30,Q4,2012,NV,127364.1
2012-12-31,Q4,2012,NV,127364.1
2013-01-31,Q1,2013,NV,129759.5
2013-02-28,Q1,2013,NV,129759.5
2013-03-31,Q1,2013,NV,129759.5
2013-04-30,Q2,2013,NV,129408.6
2013-05-31,Q2,2013,NV,129408.6
2013-06-30,Q2,2013,NV,129408.6
2013-07-31,Q3,2013,NV,130925.5
2013-08-31,Q3,2013,NV,130925.5
2013-09-30,Q3,2013,NV,130925.5
2013-10-31,Q4,2013,NV,132652.9
2013-11-30,Q4,2013,NV,132652.9
2013-12-31,Q4,2013,NV,132652.9
2014-01-31,Q1,2014,NV,132157.9
2014-02-28,Q1,2014,NV,132157.9
2014-03-31,Q1,2014,NV,132157.9
2014-04-30,Q2,2014,NV,133269.5
2014-05-31,Q2,2014,NV,133269.5
2014-06-30,Q2,2014,NV,133269.5
2014-07-31,Q3,2014,NV,135056.4
2014-08-31,Q3,2014,NV,135056.4
2014-09-30,Q3,2014,NV,135056.4
2014-10-31,Q4,2014,NV,137589.7
2014-11-30,Q4,2014,NV,137589.7
2014-12-31,Q4,2014,NV,137589.7
2015-01-31,Q1,2015,NV,139751.9
2015-02-28,Q1,2015,NV,139751.9
2015-03-31,Q1,2015,NV,139751.9
2015-04-30,Q2,2015,NV,143247.0
2015-05-31,Q2,2015,NV,143247.0
2015-06-30,Q2,2015,NV,143247.0
2015-07-31,Q3,2015,NV,144812.6
2015-08-31,Q3,2015,NV,144812.6
2015-09-30,Q3,2015,NV,144812.6
2015-10-31,Q4,2015,NV,146404.5
2015-11-30,Q4,2015,NV,146404.5
2015-12-31,Q4,2015,NV,146404.5
2016-01-31,Q1,2016,NV,146595.5
2016-02-29,Q1,2016,NV,146595.5
2016-03-31,Q1,2016,NV,146595.5
2016-04-30,Q2,2016,NV,148310.2
2016-05-31,Q2,2016,NV,148310.2
2016-06-30,Q2,2016,NV,148310.2
2016-07-31,Q3,2016,NV,153274.2
2016-08-31,Q3,2016,NV,153274.2
2016-09-30,Q3,2016,NV,153274.2
2016-10-31,Q4,2016,NV,152969.0
2016-11-30,Q4,2016,NV,152969.0
2016-12-31,Q4,2016,NV,152969.0
2017-01-31,Q1,2017,NV,156116.5
2017-02-28,Q1,2017,NV,156116.5
2017-03-31,Q1,2017,NV,156116.5
2017-04-30,Q2,2017,NV,157310.6
2017-05-31,Q2,2017,NV,157310.6
2017-06-30,Q2,2017,NV,157310.6
2017-07-31,Q3,2017,NV,160118.7
2017-08-31,Q3,2017,NV,160118.7
2017-09-30,Q3,2017,NV,160118.7
2017-10-31,Q4,2017,NV,160465.4
2017-11-30,Q4,2017,NV,160465.4
2017-12-31,Q4,2017,NV,160465.4
2018-01-31,Q1,2018,NV,165749.2
2018-02-28,Q1,2018,NV,165749.2
2018-03-31,Q1,2018,NV,165749.2
2018-04-30,Q2,2018,NV,167903.1
2018-05-31,Q2,2018,NV,167903.1
2018-06-30,Q2,2018,NV,167903.1
2018-07-31,Q3,2018,NV,169764.1
2018-08-31,Q3,2018,NV,169764.1
2018-09-30,Q3,2018,NV,169764.1
2018-10-31,Q4,2018,NV,173301.9
2018-11-30,Q4,2018,NV,173301.9
2018-12-31,Q4,2018,NV,173301.9
2019-01-31,Q1,2019,NV,174546.7
2019-02-28,Q1,2019,NV,174546.7
2019-03-31,Q1,2019,NV,174546.7
2019-04-30,Q2,2019,NV,176843.8
2019-05-31,Q2,2019,NV,176843.8
2019-06-30,Q2,2019,NV,176843.8
2019-07-31,Q3,2019,NV,179655.6
2019-08-31,Q3,2019,NV,179655.6
2019-09-30,Q3,2019,NV,179655.6
2019-10-31,Q4,2019,NV,181751.6
2019-11-30,Q4,2019,NV,181751.6
2019-12-31,Q4,2019,NV,181751.6
2020-01-31,Q1,2020,NV,180034.0
2020-02-29,Q1,2020,NV,180034.0
2020-03-31,Q1,2020,NV,180034.0
2020-04-30,Q2,2020,NV,156421.3
2005-01-31,Q1,2005,NH,55528.6
2005-02-28,Q1,2005,NH,55528.6
2005-03-31,Q1,2005,NH,55528.6
2005-04-30,Q2,2005,NH,56119.7
2005-05-31,Q2,2005,NH,56119.7
2005-06-30,Q2,2005,NH,56119.7
2005-07-31,Q3,2005,NH,56705.0
2005-08-31,Q3,2005,NH,56705.0
2005-09-30,Q3,2005,NH,56705.0
2005-10-31,Q4,2005,NH,57034.0
2005-11-30,Q4,2005,NH,57034.0
2005-12-31,Q4,2005,NH,57034.0
2006-01-31,Q1,2006,NH,58095.2
2006-02-28,Q1,2006,NH,58095.2
2006-03-31,Q1,2006,NH,58095.2
2006-04-30,Q2,2006,NH,58439.8
2006-05-31,Q2,2006,NH,58439.8
2006-06-30,Q2,2006,NH,58439.8
2006-07-31,Q3,2006,NH,59380.7
2006-08-31,Q3,2006,NH,59380.7
2006-09-30,Q3,2006,NH,59380.7
2006-10-31,Q4,2006,NH,61666.4
2006-11-30,Q4,2006,NH,61666.4
2006-12-31,Q4,2006,NH,61666.4
2007-01-31,Q1,2007,NH,59886.1
2007-02-28,Q1,2007,NH,59886.1
2007-03-31,Q1,2007,NH,59886.1
2007-04-30,Q2,2007,NH,61419.2
2007-05-31,Q2,2007,NH,61419.2
2007-06-30,Q2,2007,NH,61419.2
2007-07-31,Q3,2007,NH,60652.4
2007-08-31,Q3,2007,NH,60652.4
2007-09-30,Q3,2007,NH,60652.4
2007-10-31,Q4,2007,NH,60887.1
2007-11-30,Q4,2007,NH,60887.1
2007-12-31,Q4,2007,NH,60887.1
2008-01-31,Q1,2008,NH,61063.4
2008-02-29,Q1,2008,NH,61063.4
2008-03-31,Q1,2008,NH,61063.4
2008-04-30,Q2,2008,NH,60915.2
2008-05-31,Q2,2008,NH,60915.2
2008-06-30,Q2,2008,NH,60915.2
2008-07-31,Q3,2008,NH,61037.5
2008-08-31,Q3,2008,NH,61037.5
2008-09-30,Q3,2008,NH,61037.5
2008-10-31,Q4,2008,NH,60445.2
2008-11-30,Q4,2008,NH,60445.2
2008-12-31,Q4,2008,NH,60445.2
2009-01-31,Q1,2009,NH,60943.5
2009-02-28,Q1,2009,NH,60943.5
2009-03-31,Q1,2009,NH,60943.5
2009-04-30,Q2,2009,NH,60994.2
2009-05-31,Q2,2009,NH,60994.2
2009-06-30,Q2,2009,NH,60994.2
2009-07-31,Q3,2009,NH,62745.9
2009-08-31,Q3,2009,NH,62745.9
2009-09-30,Q3,2009,NH,62745.9
2009-10-31,Q4,2009,NH,62952.1
2009-11-30,Q4,2009,NH,62952.1
2009-12-31,Q4,2009,NH,62952.1
2010-01-31,Q1,2010,NH,62716.8
2010-02-28,Q1,2010,NH,62716.8
2010-03-31,Q1,2010,NH,62716.8
2010-04-30,Q2,2010,NH,64512.7
2010-05-31,Q2,2010,NH,64512.7
2010-06-30,Q2,2010,NH,64512.7
2010-07-31,Q3,2010,NH,64668.4
2010-08-31,Q3,2010,NH,64668.4
2010-09-30,Q3,2010,NH,64668.4
2010-10-31,Q4,2010,NH,64784.9
2010-11-30,Q4,2010,NH,64784.9
2010-12-31,Q4,2010,NH,64784.9
2011-01-31,Q1,2011,NH,64030.4
2011-02-28,Q1,2011,NH,64030.4
2011-03-31,Q1,2011,NH,64030.4
2011-04-30,Q2,2011,NH,65359.3
2011-05-31,Q2,2011,NH,65359.3
2011-06-30,Q2,2011,NH,65359.3
2011-07-31,Q3,2011,NH,65551.3
2011-08-31,Q3,2011,NH,65551.3
2011-09-30,Q3,2011,NH,65551.3
2011-10-31,Q4,2011,NH,66857.2
2011-11-30,Q4,2011,NH,66857.2
2011-12-31,Q4,2011,NH,66857.2
2012-01-31,Q1,2012,NH,66545.5
2012-02-29,Q1,2012,NH,66545.5
2012-03-31,Q1,2012,NH,66545.5
2012-04-30,Q2,2012,NH,67232.3
2012-05-31,Q2,2012,NH,67232.3
2012-06-30,Q2,2012,NH,67232.3
2012-07-31,Q3,2012,NH,67939.4
2012-08-31,Q3,2012,NH,67939.4
2012-09-30,Q3,2012,NH,67939.4
2012-10-31,Q4,2012,NH,68825.4
2012-11-30,Q4,2012,NH,68825.4
2012-12-31,Q4,2012,NH,68825.4
2013-01-31,Q1,2013,NH,69022.2
2013-02-28,Q1,2013,NH,69022.2
2013-03-31,Q1,2013,NH,69022.2
2013-04-30,Q2,2013,NH,68970.0
2013-05-31,Q2,2013,NH,68970.0
2013-06-30,Q2,2013,NH,68970.0
2013-07-31,Q3,2013,NH,69623.9
2013-08-31,Q3,2013,NH,69623.9
2013-09-30,Q3,2013,NH,69623.9
2013-10-31,Q4,2013,NH,70366.0
2013-11-30,Q4,2013,NH,70366.0
2013-12-31,Q4,2013,NH,70366.0
2014-01-31,Q1,2014,NH,70085.9
2014-02-28,Q1,2014,NH,70085.9
2014-03-31,Q1,2014,NH,70085.9
2014-04-30,Q2,2014,NH,72086.1
2014-05-31,Q2,2014,NH,72086.1
2014-06-30,Q2,2014,NH,72086.1
2014-07-31,Q3,2014,NH,72517.3
2014-08-31,Q3,2014,NH,72517.3
2014-09-30,Q3,2014,NH,72517.3
2014-10-31,Q4,2014,NH,74528.4
2014-11-30,Q4,2014,NH,74528.4
2014-12-31,Q4,2014,NH,74528.4
2015-01-31,Q1,2015,NH,73893.0
2015-02-28,Q1,2015,NH,73893.0
2015-03-31,Q1,2015,NH,73893.0
2015-04-30,Q2,2015,NH,75659.1
2015-05-31,Q2,2015,NH,75659.1
2015-06-30,Q2,2015,NH,75659.1
2015-07-31,Q3,2015,NH,75969.5
2015-08-31,Q3,2015,NH,75969.5
2015-09-30,Q3,2015,NH,75969.5
2015-10-31,Q4,2015,NH,77806.4
2015-11-30,Q4,2015,NH,77806.4
2015-12-31,Q4,2015,NH,77806.4
2016-01-31,Q1,2016,NH,77371.8
2016-02-29,Q1,2016,NH,77371.8
2016-03-31,Q1,2016,NH,77371.8
2016-04-30,Q2,2016,NH,78399.0
2016-05-31,Q2,2016,NH,78399.0
2016-06-30,Q2,2016,NH,78399.0
2016-07-31,Q3,2016,NH,79092.7
2016-08-31,Q3,2016,NH,79092.7
2016-09-30,Q3,2016,NH,79092.7
2016-10-31,Q4,2016,NH,79172.4
2016-11-30,Q4,2016,NH,79172.4
2016-12-31,Q4,2016,NH,79172.4
2017-01-31,Q1,2017,NH,79505.6
2017-02-28,Q1,2017,NH,79505.6
2017-03-31,Q1,2017,NH,79505.6
2017-04-30,Q2,2017,NH,79882.8
2017-05-31,Q2,2017,NH,79882.8
2017-06-30,Q2,2017,NH,79882.8
2017-07-31,Q3,2017,NH,81823.7
2017-08-31,Q3,2017,NH,81823.7
2017-09-30,Q3,2017,NH,81823.7
2017-10-31,Q4,2017,NH,82141.6
2017-11-30,Q4,2017,NH,82141.6
2017-12-31,Q4,2017,NH,82141.6
2018-01-31,Q1,2018,NH,83555.8
2018-02-28,Q1,2018,NH,83555.8
2018-03-31,Q1,2018,NH,83555.8
2018-04-30,Q2,2018,NH,84431.3
2018-05-31,Q2,2018,NH,84431.3
2018-06-30,Q2,2018,NH,84431.3
2018-07-31,Q3,2018,NH,85107.0
2018-08-31,Q3,2018,NH,85107.0
2018-09-30,Q3,2018,NH,85107.0
2018-10-31,Q4,2018,NH,85242.5
2018-11-30,Q4,2018,NH,85242.5
2018-12-31,Q4,2018,NH,85242.5
2019-01-31,Q1,2019,NH,87338.2
2019-02-28,Q1,2019,NH,87338.2
2019-03-31,Q1,2019,NH,87338.2
2019-04-30,Q2,2019,NH,87343.0
2019-05-31,Q2,2019,NH,87343.0
2019-06-30,Q2,2019,NH,87343.0
2019-07-31,Q3,2019,NH,87840.4
2019-08-31,Q3,2019,NH,87840.4
2019-09-30,Q3,2019,NH,87840.4
2019-10-31,Q4,2019,NH,88014.8
2019-11-30,Q4,2019,NH,88014.8
2019-12-31,Q4,2019,NH,88014.8
2020-01-31,Q1,2020,NH,88126.5
2020-02-29,Q1,2020,NH,88126.5
2020-03-31,Q1,2020,NH,88126.5
2020-04-30,Q2,2020,NH,78691.2
2005-01-31,Q1,2005,NJ,433344.8
2005-02-28,Q1,2005,NJ,433344.8
2005-03-31,Q1,2005,NJ,433344.8
2005-04-30,Q2,2005,NJ,436775.6
2005-05-31,Q2,2005,NJ,436775.6
2005-06-30,Q2,2005,NJ,436775.6
2005-07-31,Q3,2005,NJ,444137.2
2005-08-31,Q3,2005,NJ,444137.2
2005-09-30,Q3,2005,NJ,444137.2
2005-10-31,Q4,2005,NJ,447717.7
2005-11-30,Q4,2005,NJ,447717.7
2005-12-31,Q4,2005,NJ,447717.7
2006-01-31,Q1,2006,NJ,455142.7
2006-02-28,Q1,2006,NJ,455142.7
2006-03-31,Q1,2006,NJ,455142.7
2006-04-30,Q2,2006,NJ,464970.2
2006-05-31,Q2,2006,NJ,464970.2
2006-06-30,Q2,2006,NJ,464970.2
2006-07-31,Q3,2006,NJ,465995.2
2006-08-31,Q3,2006,NJ,465995.2
2006-09-30,Q3,2006,NJ,465995.2
2006-10-31,Q4,2006,NJ,471162.7
2006-11-30,Q4,2006,NJ,471162.7
2006-12-31,Q4,2006,NJ,471162.7
2007-01-31,Q1,2007,NJ,471325.0
2007-02-28,Q1,2007,NJ,471325.0
2007-03-31,Q1,2007,NJ,471325.0
2007-04-30,Q2,2007,NJ,479650.4
2007-05-31,Q2,2007,NJ,479650.4
2007-06-30,Q2,2007,NJ,479650.4
2007-07-31,Q3,2007,NJ,482018.5
2007-08-31,Q3,2007,NJ,482018.5
2007-09-30,Q3,2007,NJ,482018.5
2007-10-31,Q4,2007,NJ,488786.2
2007-11-30,Q4,2007,NJ,488786.2
2007-12-31,Q4,2007,NJ,488786.2
2008-01-31,Q1,2008,NJ,495213.2
2008-02-29,Q1,2008,NJ,495213.2
2008-03-31,Q1,2008,NJ,495213.2
2008-04-30,Q2,2008,NJ,495367.7
2008-05-31,Q2,2008,NJ,495367.7
2008-06-30,Q2,2008,NJ,495367.7
2008-07-31,Q3,2008,NJ,497116.2
2008-08-31,Q3,2008,NJ,497116.2
2008-09-30,Q3,2008,NJ,497116.2
2008-10-31,Q4,2008,NJ,491724.5
2008-11-30,Q4,2008,NJ,491724.5
2008-12-31,Q4,2008,NJ,491724.5
2009-01-31,Q1,2009,NJ,485642.1
2009-02-28,Q1,2009,NJ,485642.1
2009-03-31,Q1,2009,NJ,485642.1
2009-04-30,Q2,2009,NJ,482099.4
2009-05-31,Q2,2009,NJ,482099.4
2009-06-30,Q2,2009,NJ,482099.4
2009-07-31,Q3,2009,NJ,486585.6
2009-08-31,Q3,2009,NJ,486585.6
2009-09-30,Q3,2009,NJ,486585.6
2009-10-31,Q4,2009,NJ,490511.2
2009-11-30,Q4,2009,NJ,490511.2
2009-12-31,Q4,2009,NJ,490511.2
2010-01-31,Q1,2010,NJ,492982.2
2010-02-28,Q1,2010,NJ,492982.2
2010-03-31,Q1,2010,NJ,492982.2
2010-04-30,Q2,2010,NJ,493602.0
2010-05-31,Q2,2010,NJ,493602.0
2010-06-30,Q2,2010,NJ,493602.0
2010-07-31,Q3,2010,NJ,496993.6
2010-08-31,Q3,2010,NJ,496993.6
2010-09-30,Q3,2010,NJ,496993.6
2010-10-31,Q4,2010,NJ,496333.5
2010-11-30,Q4,2010,NJ,496333.5
2010-12-31,Q4,2010,NJ,496333.5
2011-01-31,Q1,2011,NJ,490032.6
2011-02-28,Q1,2011,NJ,490032.6
2011-03-31,Q1,2011,NJ,490032.6
2011-04-30,Q2,2011,NJ,497051.5
2011-05-31,Q2,2011,NJ,497051.5
2011-06-30,Q2,2011,NJ,497051.5
2011-07-31,Q3,2011,NJ,500546.4
2011-08-31,Q3,2011,NJ,500546.4
2011-09-30,Q3,2011,NJ,500546.4
2011-10-31,Q4,2011,NJ,508206.6
2011-11-30,Q4,2011,NJ,508206.6
2011-12-31,Q4,2011,NJ,508206.6
2012-01-31,Q1,2012,NJ,515878.5
2012-02-29,Q1,2012,NJ,515878.5
2012-03-31,Q1,2012,NJ,515878.5
2012-04-30,Q2,2012,NJ,517188.4
2012-05-31,Q2,2012,NJ,517188.4
2012-06-30,Q2,2012,NJ,517188.4
2012-07-31,Q3,2012,NJ,524443.1
2012-08-31,Q3,2012,NJ,524443.1
2012-09-30,Q3,2012,NJ,524443.1
2012-10-31,Q4,2012,NJ,520766.1
2012-11-30,Q4,2012,NJ,520766.1
2012-12-31,Q4,2012,NJ,520766.1
2013-01-31,Q1,2013,NJ,537130.3
2013-02-28,Q1,2013,NJ,537130.3
2013-03-31,Q1,2013,NJ,537130.3
2013-04-30,Q2,2013,NJ,534306.9
2013-05-31,Q2,2013,NJ,534306.9
2013-06-30,Q2,2013,NJ,534306.9
2013-07-31,Q3,2013,NJ,536334.9
2013-08-31,Q3,2013,NJ,536334.9
2013-09-30,Q3,2013,NJ,536334.9
2013-10-31,Q4,2013,NJ,541613.6
2013-11-30,Q4,2013,NJ,541613.6
2013-12-31,Q4,2013,NJ,541613.6
2014-01-31,Q1,2014,NJ,537757.9
2014-02-28,Q1,2014,NJ,537757.9
2014-03-31,Q1,2014,NJ,537757.9
2014-04-30,Q2,2014,NJ,543121.9
2014-05-31,Q2,2014,NJ,543121.9
2014-06-30,Q2,2014,NJ,543121.9
2014-07-31,Q3,2014,NJ,548550.7
2014-08-31,Q3,2014,NJ,548550.7
2014-09-30,Q3,2014,NJ,548550.7
2014-10-31,Q4,2014,NJ,552430.8
2014-11-30,Q4,2014,NJ,552430.8
2014-12-31,Q4,2014,NJ,552430.8
2015-01-31,Q1,2015,NJ,563068.3
2015-02-28,Q1,2015,NJ,563068.3
2015-03-31,Q1,2015,NJ,563068.3
2015-04-30,Q2,2015,NJ,568477.9
2015-05-31,Q2,2015,NJ,568477.9
2015-06-30,Q2,2015,NJ,568477.9
2015-07-31,Q3,2015,NJ,572532.3
2015-08-31,Q3,2015,NJ,572532.3
2015-09-30,Q3,2015,NJ,572532.3
2015-10-31,Q4,2015,NJ,572387.6
2015-11-30,Q4,2015,NJ,572387.6
2015-12-31,Q4,2015,NJ,572387.6
2016-01-31,Q1,2016,NJ,578736.1
2016-02-29,Q1,2016,NJ,578736.1
2016-03-31,Q1,2016,NJ,578736.1
2016-04-30,Q2,2016,NJ,579217.4
2016-05-31,Q2,2016,NJ,579217.4
2016-06-30,Q2,2016,NJ,579217.4
2016-07-31,Q3,2016,NJ,582250.8
2016-08-31,Q3,2016,NJ,582250.8
2016-09-30,Q3,2016,NJ,582250.8
2016-10-31,Q4,2016,NJ,585813.2
2016-11-30,Q4,2016,NJ,585813.2
2016-12-31,Q4,2016,NJ,585813.2
2017-01-31,Q1,2017,NJ,580840.8
2017-02-28,Q1,2017,NJ,580840.8
2017-03-31,Q1,2017,NJ,580840.8
2017-04-30,Q2,2017,NJ,587197.6
2017-05-31,Q2,2017,NJ,587197.6
2017-06-30,Q2,2017,NJ,587197.6
2017-07-31,Q3,2017,NJ,594660.7
2017-08-31,Q3,2017,NJ,594660.7
2017-09-30,Q3,2017,NJ,594660.7
2017-10-31,Q4,2017,NJ,600087.4
2017-11-30,Q4,2017,NJ,600087.4
2017-12-31,Q4,2017,NJ,600087.4
2018-01-31,Q1,2018,NJ,602099.5
2018-02-28,Q1,2018,NJ,602099.5
2018-03-31,Q1,2018,NJ,602099.5
2018-04-30,Q2,2018,NJ,611207.8
2018-05-31,Q2,2018,NJ,611207.8
2018-06-30,Q2,2018,NJ,611207.8
2018-07-31,Q3,2018,NJ,615866.2
2018-08-31,Q3,2018,NJ,615866.2
2018-09-30,Q3,2018,NJ,615866.2
2018-10-31,Q4,2018,NJ,622743.8
2018-11-30,Q4,2018,NJ,622743.8
2018-12-31,Q4,2018,NJ,622743.8
2019-01-31,Q1,2019,NJ,626257.5
2019-02-28,Q1,2019,NJ,626257.5
2019-03-31,Q1,2019,NJ,626257.5
2019-04-30,Q2,2019,NJ,631545.7
2019-05-31,Q2,2019,NJ,631545.7
2019-06-30,Q2,2019,NJ,631545.7
2019-07-31,Q3,2019,NJ,638363.6
2019-08-31,Q3,2019,NJ,638363.6
2019-09-30,Q3,2019,NJ,638363.6
2019-10-31,Q4,2019,NJ,642967.7
2019-11-30,Q4,2019,NJ,642967.7
2019-12-31,Q4,2019,NJ,642967.7
2020-01-31,Q1,2020,NJ,641665.5
2020-02-29,Q1,2020,NJ,641665.5
2020-03-31,Q1,2020,NJ,641665.5
2020-04-30,Q2,2020,NJ,574017.5
2005-01-31,Q1,2005,NM,72212.4
2005-02-28,Q1,2005,NM,72212.4
